GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1301722108,20260430,202604,2026,2026.3288,USA,THE US,USA,,,,,,,,,,,,,,,,,,1,020,020,02,1,3.0,5,1,5,-1.51515151515151,1,Guyana,GY,GY,,5,-59,GY,0,,,,,,,,1,Guyana,GY,GY,,5,-59,GY,20260430050000,https://kaieteurnewsonline.com/2026/04/30/wales-heads-must-roll/
1301722109,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,020,020,02,1,3.0,5,1,5,-6.0655737704918,2,"Hawaii, United States",US,USHI,,21.1098,-157.531,HI,0,,,,,,,,2,"Hawaii, United States",US,USHI,,21.1098,-157.531,HI,20260430050000,https://www.newsweek.com/mpox-found-in-us-military-base-wastewater-what-to-know-11894954
1301722110,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,020,020,02,1,3.0,1,1,1,-6.88073394495413,1,Iran,IR,IR,,32,53,IR,0,,,,,,,,2,"Missouri, United States",US,USMO,,38.4623,-92.302,MO,20260430050000,https://www.christianpost.com/podcast/newsboys-sue-ccm-leaders-supreme-court-backs-pro-life-center-kimmel-backlash.html
1301722111,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,020,020,02,1,3.0,2,1,2,2.17209690893902,1,Malta,MT,MT,,35.916667,14.433333,MT,0,,,,,,,,1,Malta,MT,MT,,35.916667,14.433333,MT,20260430050000,https://www.thetimes.com/culture/books/article/dogs-gaze-visual-history-thomas-w-laqueur-review-kgdg3bhq8
1301722112,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,020,020,02,1,3.0,2,1,2,2.17209690893902,1,United States,US,US,,39.828175,-98.5795,US,0,,,,,,,,1,Malta,MT,MT,,35.916667,14.433333,MT,20260430050000,https://www.thetimes.com/culture/books/article/dogs-gaze-visual-history-thomas-w-laqueur-review-kgdg3bhq8
1301722113,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,026,026,02,1,4.0,4,1,4,0.1906577693041,3,"La Jolla, California, United States",US,USCA,CA073,32.8473,-117.274,1660855,0,,,,,,,,3,"La Jolla, California, United States",US,USCA,,32.8473,-117.274,1660855,20260430050000,https://www.sandiegouniontribune.com/2026/04/29/la-jolla-park-advocates-look-to-install-new-fences-at-whale-view-point/
1301722114,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,026,026,02,1,4.0,4,1,4,-1.65562913907285,3,"Honolulu, Hawaii, United States",US,USHI,HI003,21.3069,-157.858,366212,0,,,,,,,,3,"Honolulu, Hawaii, United States",US,USHI,HI003,21.3069,-157.858,366212,20260430050000,https://www.hawaiinewsnow.com/2026/04/30/car-dealers-raise-concerns-over-oahu-dmv-processing-delays/
1301722115,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,030,030,03,1,4.0,1,1,1,-11.7527862208713,3,"Atlanta, Georgia, United States",US,USGA,GA121,33.749,-84.388,351615,0,,,,,,,,3,"Atlanta, Georgia, United States",US,USGA,GA121,33.749,-84.388,351615,20260430050000,https://www.yahoo.com/news/articles/man-ran-military-grade-gun-042251184.html
1301722116,20260430,202604,2026,2026.3288,USA,LOUISIANA,USA,,,,,,,,,,,,,,,,,,1,030,030,03,1,4.0,10,1,10,-0.44296788482835,2,"Alabama, United States",US,USAL,,32.799,-86.8073,AL,0,,,,,,,,2,"Alabama, United States",US,USAL,,32.799,-86.8073,AL,20260430050000,https://www.bostonglobe.com/2026/04/29/nation/supreme-court-voting-rights-louisiana-redistricting/
1301722117,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,030,030,03,1,4.0,1,1,1,-11.7527862208713,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,0,,,,,,,,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,20260430050000,https://www.yahoo.com/news/articles/man-ran-military-grade-gun-042251184.html
1301722118,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,036,036,03,1,4.0,8,1,8,0.1906577693041,3,"La Jolla, California, United States",US,USCA,CA073,32.8473,-117.274,1660855,0,,,,,,,,3,"La Jolla, California, United States",US,USCA,,32.8473,-117.274,1660855,20260430050000,https://www.sandiegouniontribune.com/2026/04/29/la-jolla-park-advocates-look-to-install-new-fences-at-whale-view-point/
1301722119,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,040,040,04,1,1.0,4,1,4,-1.82704019488429,3,"Arlington, Texas, United States",US,USTX,TX439,32.7357,-97.1081,1372320,0,,,,,,,,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260430050000,https://www.nbcdfw.com/news/nbc-5-responds/spike-fake-insurance-cards/4017572/
1301722120,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,043,043,04,1,2.8,1,1,1,3.33333333333334,3,"Altoona, Pennsylvania, United States",US,USPA,PA013,40.5187,-78.3947,1192069,0,,,,,,,,3,"Altoona, Pennsylvania, United States",US,USPA,PA013,40.5187,-78.3947,1192069,20260430050000,https://www.altoonamirror.com/news/local-news/2026/04/filmmaker-speaks-at-psu-altoona/
1301722121,20260430,202604,2026,2026.3288,USA,TEXAS,USA,,,,,,,,,,,,,,,,,,1,043,043,04,1,2.8,2,1,2,-0.528169014084511,3,"El Paso, Texas, United States",US,USTX,TX141,31.7587,-106.487,1380946,0,,,,,,,,1,Slovak Republic,LO,LO,,48.666667,19.5,LO,20260430050000,https://www.sandiegouniontribune.com/2026/04/29/la-jolla-holocaust-survivor-and-author-edith-eger-dies-at-98/
1301722122,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,043,043,04,1,2.8,4,1,4,6.61764705882352,3,"Rutherford County, Tennessee, United States",US,USTN,TN149,35.8501,-86.4,1639787,0,,,,,,,,3,"Rutherford County, Tennessee, United States",US,USTN,,35.8501,-86.4,1639787,20260430050000,https://www.wgnsradio.com/article/99158/rutherford-county-sergeant-named-tennessee-training-officer-of-the-year
1301722123,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,043,043,04,1,2.8,3,1,3,-5.0131926121372,3,"Des Moines, Iowa, United States",US,USIA,IA153,41.6005,-93.6091,465961,0,,,,,,,,3,"Des Moines, Iowa, United States",US,USIA,,41.6005,-93.6091,465961,20260430050000,https://www.kcrg.com/2026/04/30/iowa-ag-rules-des-moines-officer-justified-shooting-man-who-charged-with-knife/
1301722124,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,043,043,04,1,2.8,1,1,1,-0.18348623853211,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,0,,,,,,,,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260430050000,https://www.aol.co.uk/articles/amazon-considering-apprentice-reboot-starring-043043658.html
1301722125,20260430,202604,2026,2026.3288,USA,TENNESSEE,USA,,,,,,,,,,,,,,,,,,1,043,043,04,1,2.8,4,1,4,6.61764705882352,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,0,,,,,,,,3,"Rutherford County, Tennessee, United States",US,USTN,,35.8501,-86.4,1639787,20260430050000,https://www.wgnsradio.com/article/99158/rutherford-county-sergeant-named-tennessee-training-officer-of-the-year
1301722126,20260430,202604,2026,2026.3288,USA,TEXAS,USA,,,,,,,,,,,,,,,,,,1,043,043,04,1,2.8,3,1,3,-0.528169014084511,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,0,,,,,,,,3,"El Paso, Texas, United States",US,USTX,,31.7587,-106.487,1380946,20260430050000,https://www.sandiegouniontribune.com/2026/04/29/la-jolla-holocaust-survivor-and-author-edith-eger-dies-at-98/
1301722127,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,051,051,05,1,3.4,2,1,2,3.33333333333334,3,"Penn State University, Pennsylvania, United States",US,USPA,PA013,40.5401,-78.4086,1183494,0,,,,,,,,3,"Penn State University, Pennsylvania, United States",US,USPA,,40.5401,-78.4086,1183494,20260430050000,https://www.altoonamirror.com/news/local-news/2026/04/filmmaker-speaks-at-psu-altoona/
1301722128,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,051,051,05,1,3.4,6,1,5,6.61764705882352,3,"Rutherford County, Tennessee, United States",US,USTN,TN149,35.8501,-86.4,1639787,0,,,,,,,,3,"Rutherford County, Tennessee, United States",US,USTN,,35.8501,-86.4,1639787,20260430050000,https://www.wgnsradio.com/article/99158/rutherford-county-sergeant-named-tennessee-training-officer-of-the-year
1301722129,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,051,051,05,1,3.4,6,1,6,-0.418410041841,3,"Schleswig, Iowa, United States",US,USIA,IA047,42.1653,-95.4369,461464,0,,,,,,,,3,"Schleswig, Iowa, United States",US,USIA,IA047,42.1653,-95.4369,461464,20260430050000,https://www.kcci.com/article/senate-approves-bill-stripping-references-to-affirmative-action-from-iowa-law/71169340
1301722130,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,051,051,05,1,3.4,1,1,1,2.9673590504451,1,Lebanon,LE,LE,,33.833333,35.833333,LE,0,,,,,,,,1,Lebanon,LE,LE,,33.833333,35.833333,LE,20260430050000,https://www.wgnsradio.com/article/99154/mtsu-achieves-level-ii-arboretum-status-boosting-campus-sustainability
1301722131,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,051,051,05,1,3.4,3,1,3,6.61764705882352,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,0,,,,,,,,3,"Rutherford County, Tennessee, United States",US,USTN,,35.8501,-86.4,1639787,20260430050000,https://www.wgnsradio.com/article/99158/rutherford-county-sergeant-named-tennessee-training-officer-of-the-year
1301722132,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,051,051,05,1,3.4,1,1,1,2.9673590504451,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,0,,,,,,,,1,Lebanon,LE,LE,,33.833333,35.833333,LE,20260430050000,https://www.wgnsradio.com/article/99154/mtsu-achieves-level-ii-arboretum-status-boosting-campus-sustainability
1301722133,20260430,202604,2026,2026.3288,USA,LOS ANGELES,USA,,,,,,,,,,,,,,,,,,1,057,057,05,1,8.0,10,1,10,-0.43763676148797,1,United States,US,US,,39.828175,-98.5795,US,0,,,,,,,,1,United States,US,US,,39.828175,-98.5795,US,20260430050000,https://www.fool.com.au/2026/04/30/does-ord-minnett-rate-goodman-shares-as-a-buy-hold-or-sell/
1301722134,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,071,071,07,2,7.4,4,1,4,0.746268656716418,3,"Iowa City, Iowa, United States",US,USIA,IA103,41.6611,-91.5302,457827,0,,,,,,,,3,"Iowa City, Iowa, United States",US,USIA,,41.6611,-91.5302,457827,20260430050000,https://www.kcrg.com/2026/04/29/iowa-city-housing-authority-looking-create-nonprofit-change-approach/
1301722135,20260430,202604,2026,2026.3288,USA,IDAHO,USA,,,,,,,,,,,,,,,,,,1,084,084,08,2,7.0,5,1,5,0.95923261390887,2,"Idaho, United States",US,USID,,44.2394,-114.51,ID,0,,,,,,,,2,"Idaho, United States",US,USID,,44.2394,-114.51,ID,20260430050000,https://www.ktvb.com/article/news/local/wildfire/may-recognized-wildfire-prevention-month/277-8f6ac265-4b81-45f9-b11c-d1b0fb731a27
1301722136,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,086,086,08,2,9.0,10,1,10,-2.95358649789029,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,0,,,,,,,,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,20260430050000,https://wattsupwiththat.com/2026/04/29/boem-offshore-wind-approvals-radar-risks-identified-not-resolved/
1301722137,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,090,090,09,2,-2.0,4,1,4,-7.60157273918742,3,"Philadelphia, Pennsylvania, United States",US,USPA,PA101,39.9523,-75.1638,1209052,0,,,,,,,,3,"Philadelphia, Pennsylvania, United States",US,USPA,PA101,39.9523,-75.1638,1209052,20260430050000,https://www.altoonamirror.com/news/local-news/2026/04/johnstown-officers-deny-violating-mans-civil-rights-in-suit/
1301722138,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,110,110,11,3,-2.0,12,1,4,-1.31926121372032,3,"Hollywood, California, United States",US,USCA,CA037,34.0983,-118.327,1660757,0,,,,,,,,3,"Hollywood, California, United States",US,USCA,CA037,34.0983,-118.327,1660757,20260430050000,https://www.wrestlezone.com/news/1635844-john-cena-fan-hate-love-vince-mcmahon
1301722139,20260430,202604,2026,2026.3288,USA,HAWAII,USA,,,,,,,,,,,,,,,,,,0,120,120,12,3,-4.0,8,1,8,-5.4054054054054,2,"Hawaii, United States",US,USHI,,21.1098,-157.531,HI,0,,,,,,,,2,"Hawaii, United States",US,USHI,,21.1098,-157.531,HI,20260430050000,https://www.hawaiinewsnow.com/2026/04/30/hpd-officer-loses-civil-lawsuit-after-failing-show-up-court/
1301722140,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,120,120,12,3,-4.0,4,1,4,-0.25814138204924,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,0,,,,,,,,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,20260430050000,https://radio.wpsu.org/2026-04-29/a-pro-democracy-case-against-objectivity
1301722141,20260430,202604,2026,2026.3288,USA,WASHINGTON,USA,,,,,,,,,,,,,,,,,,1,161,161,16,4,-4.0,4,1,4,1.47329650092081,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,0,,,,,,,,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260430050000,https://kaieteurnewsonline.com/2026/04/30/u-s-ambassador-says-american-companies-need-peace-of-mind-in-guyana/
1301722142,20260430,202604,2026,2026.3288,USA,WASHINGTON,USA,,,,,,,,,,,,,,,,,,1,161,161,16,4,-4.0,1,1,1,1.47329650092081,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,0,,,,,,,,1,United Arab Emirates,AE,AE,,24,54,AE,20260430050000,https://kaieteurnewsonline.com/2026/04/30/u-s-ambassador-says-american-companies-need-peace-of-mind-in-guyana/
1301722143,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,173,173,17,4,-5.0,1,1,1,-11.7527862208713,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,0,,,,,,,,1,Mexico,MX,MX,,23,-102,MX,20260430050000,https://www.yahoo.com/news/articles/man-ran-military-grade-gun-042251184.html
1301722144,20260430,202604,2026,2026.3288,USA,IOWA,USA,,,,,,,,,,,,,,,,,,1,173,173,17,4,-5.0,10,1,10,-5.0131926121372,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,0,,,,,,,,3,"Des Moines, Iowa, United States",US,USIA,,41.6005,-93.6091,465961,20260430050000,https://www.kcrg.com/2026/04/30/iowa-ag-rules-des-moines-officer-justified-shooting-man-who-charged-with-knife/
1301722145,20260430,202604,2026,2026.3288,USA,GREENVILLE,USA,,,,,,,,,,,,,,,,,,1,180,180,18,4,-9.0,6,1,6,-1.34228187919463,3,"Greenville, South Carolina, United States",US,USSC,SC045,34.8526,-82.394,1245842,0,,,,,,,,3,"Greenville, South Carolina, United States",US,USSC,SC045,34.8526,-82.394,1245842,20260430050000,https://www.foxcarolina.com/2026/04/30/upstate-hospital-receives-top-honor-sexual-assault-survivor-care/
1301722146,20260430,202604,2026,2026.3288,USA,GREENVILLE,USA,,,,,,,,,,,,,,,,,,1,180,180,18,4,-9.0,4,1,4,-1.34228187919463,3,"Greenville, South Carolina, United States",US,USSC,SC045,34.8526,-82.394,1245842,0,,,,,,,,2,"South Carolina, United States",US,USSC,,33.8191,-80.9066,SC,20260430050000,https://www.foxcarolina.com/2026/04/30/upstate-hospital-receives-top-honor-sexual-assault-survivor-care/
1301722147,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,190,190,19,4,-10.0,6,1,6,-4.28211586901763,3,"Honolulu, Hawaii, United States",US,USHI,HI003,21.3069,-157.858,366212,0,,,,,,,,2,"Hawaii, United States",US,USHI,,21.1098,-157.531,HI,20260430050000,https://www.hawaiinewsnow.com/2026/04/30/big-island-boy-battles-rare-conditions-family-fights-insurance-mainland-treatment/
1301722148,20260430,202604,2026,2026.3288,USA,IOWA,USA,,,,,,,,,,,,,,,,,,1,190,190,19,4,-10.0,4,1,4,-12.8571428571429,3,"Grand Mound, Iowa, United States",US,USIA,IA045,41.8242,-90.6479,457024,0,,,,,,,,3,"Grand Mound, Iowa, United States",US,USIA,,41.8242,-90.6479,457024,20260430050000,https://www.kcrg.com/2026/04/30/iowa-man-serving-life-breasia-terrell-murder-charged-2003-sexual-abuse-cold-case/
1301722149,20260430,202604,2026,2026.3288,USA,IOWA,USA,,,,,,,,,,,,,,,,,,1,190,190,19,4,-10.0,6,1,6,-12.8571428571429,3,"Clinton County, Iowa, United States",US,USIA,IA045,41.8834,-90.5501,465211,0,,,,,,,,3,"Clinton County, Iowa, United States",US,USIA,,41.8834,-90.5501,465211,20260430050000,https://www.kcrg.com/2026/04/30/iowa-man-serving-life-breasia-terrell-murder-charged-2003-sexual-abuse-cold-case/
1301722150,20260430,202604,2026,2026.3288,USA,FLORIDA,USA,,,,,,,,,,,,,,,,,,0,190,190,19,4,-10.0,1,1,1,1.62241887905604,2,"California, United States",US,USCA,,36.17,-119.746,CA,0,,,,,,,,2,"Ohio, United States",US,USOH,,40.3736,-82.7755,OH,20260430050000,https://www.newsweek.com/democrat-who-flipped-trumps-backyard-says-party-can-turn-florida-blue-11895548
1301722151,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,193,193,19,4,-10.0,8,1,4,-5.0131926121372,3,"Des Moines, Iowa, United States",US,USIA,IA153,41.6005,-93.6091,465961,0,,,,,,,,3,"Des Moines, Iowa, United States",US,USIA,,41.6005,-93.6091,465961,20260430050000,https://www.kcrg.com/2026/04/30/iowa-ag-rules-des-moines-officer-justified-shooting-man-who-charged-with-knife/
1301722152,20260430,202604,2026,2026.3288,USA,IOWA,USA,,,,,,,,,,,,,,,,,,1,193,193,19,4,-10.0,6,1,6,-5.0131926121372,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,0,,,,,,,,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,20260430050000,https://www.kcrg.com/2026/04/30/iowa-ag-rules-des-moines-officer-justified-shooting-man-who-charged-with-knife/
1301722153,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,BUS,COMPANY,,,,,,BUS,,,0,071,071,07,2,7.4,2,1,2,2.59433962264151,2,"New Jersey, United States",US,USNJ,,40.314,-74.5089,NJ,3,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,3,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,20260430050000,https://finance.yahoo.com/markets/stocks/articles/avalonbay-sees-lower-apartment-supply-165315047.html
1301722154,20260430,202604,2026,2026.3288,USA,IOWA,USA,,,,,,,,COP,POLICE OFFICER,,,,,,COP,,,1,173,173,17,4,-5.0,2,1,2,-5.0131926121372,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,3,"Des Moines, Iowa, United States",US,USIA,,41.6005,-93.6091,465961,3,"Des Moines, Iowa, United States",US,USIA,,41.6005,-93.6091,465961,20260430050000,https://www.kcrg.com/2026/04/30/iowa-ag-rules-des-moines-officer-justified-shooting-man-who-charged-with-knife/
1301722155,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,COP,POLICE OFFICER,,,,,,COP,,,0,180,180,18,4,-9.0,2,1,2,-6.13636363636363,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,3,"Lincoln Police Department, Nebraska, United States",US,USNE,,40.8117,-96.7072,1898619,3,"Lincoln Police Department, Nebraska, United States",US,USNE,,40.8117,-96.7072,1898619,20260430050000,https://www.kcci.com/article/florida-man-arrested-allegedly-assault-lincoln-officer-accused-iowa-homicide/71169652
1301722156,20260430,202604,2026,2026.3288,USA,JACKSONVILLE,USA,,,,,,,,COP,POLICE OFFICER,,,,,,COP,,,0,180,180,18,4,-9.0,4,1,4,-6.13636363636363,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,20260430050000,https://www.kcci.com/article/florida-man-arrested-allegedly-assault-lincoln-officer-accused-iowa-homicide/71169652
1301722157,20260430,202604,2026,2026.3288,USA,JACKSONVILLE,USA,,,,,,,,COP,POLICE OFFICER,,,,,,COP,,,0,180,180,18,4,-9.0,4,1,4,-6.13636363636363,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,20260430050000,https://www.kcci.com/article/florida-man-arrested-allegedly-assault-lincoln-officer-accused-iowa-homicide/71169652
1301722158,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,COP,POLICE,,,,,,COP,,,1,182,182,18,4,-9.5,4,1,4,-6.03448275862069,3,"Twin Falls, Idaho, United States",US,USID,ID083,42.563,-114.461,398273,3,"Twin Falls, Idaho, United States",US,USID,,42.563,-114.461,398273,3,"Twin Falls, Idaho, United States",US,USID,,42.563,-114.461,398273,20260430050000,https://www.ktvb.com/article/news/local/isolated-incident-twin-falls-home-closes-several-roads-police-say/277-5a0504f3-7cff-4063-86cd-1a7908f6e459
1301722159,20260430,202604,2026,2026.3288,USA,IOWA,USA,,,,,,,,COP,POLICE OFFICER,,,,,,COP,,,1,193,193,19,4,-10.0,2,1,2,-5.0131926121372,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,3,"Des Moines, Iowa, United States",US,USIA,,41.6005,-93.6091,465961,3,"Des Moines, Iowa, United States",US,USIA,,41.6005,-93.6091,465961,20260430050000,https://www.kcrg.com/2026/04/30/iowa-ag-rules-des-moines-officer-justified-shooting-man-who-charged-with-knife/
1301722160,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,CVL,HIKER,,,,,,CVL,,,1,073,073,07,2,7.4,8,1,8,-6.03448275862069,3,"Honolulu, Hawaii, United States",US,USHI,HI003,21.3069,-157.858,366212,3,"Honolulu, Hawaii, United States",US,USHI,HI003,21.3069,-157.858,366212,3,"Honolulu, Hawaii, United States",US,USHI,HI003,21.3069,-157.858,366212,20260430050000,https://www.hawaiinewsnow.com/2026/04/29/injured-hiker-airlifted-hahaione-valley-trail/
1301722161,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,EDU,STUDENT,,,,,,EDU,,,0,040,040,04,1,1.0,6,1,6,-0.91463414634147,3,"Gaston County, North Carolina, United States",US,USNC,NC071,35.3001,-81.1998,1008554,3,"Gaston County, North Carolina, United States",US,USNC,,35.3001,-81.1998,1008554,3,"Gaston County, North Carolina, United States",US,USNC,,35.3001,-81.1998,1008554,20260430050000,https://www.wwaytv3.com/high-school-students-meet-with-state-lawmakers-to-discuss-stronger-nicotine-law/
1301722162,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,EDU,STUDENT,,,,,,EDU,,,0,040,040,04,1,1.0,2,1,2,3.33333333333334,3,"Penn State University, Pennsylvania, United States",US,USPA,PA013,40.5401,-78.4086,1183494,3,"Penn State University, Pennsylvania, United States",US,USPA,,40.5401,-78.4086,1183494,3,"Penn State University, Pennsylvania, United States",US,USPA,,40.5401,-78.4086,1183494,20260430050000,https://www.altoonamirror.com/news/local-news/2026/04/filmmaker-speaks-at-psu-altoona/
1301722163,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,EDU,STUDENT,,,,,,EDU,,,1,043,043,04,1,2.8,4,1,2,3.33333333333334,3,"Penn State University, Pennsylvania, United States",US,USPA,PA013,40.5401,-78.4086,1183494,3,"Penn State University, Pennsylvania, United States",US,USPA,,40.5401,-78.4086,1183494,3,"Penn State University, Pennsylvania, United States",US,USPA,,40.5401,-78.4086,1183494,20260430050000,https://www.altoonamirror.com/news/local-news/2026/04/filmmaker-speaks-at-psu-altoona/
1301722164,20260430,202604,2026,2026.3288,USA,UNITED STATES,USA,,,,,,,,EDU,STUDENT,,,,,,EDU,,,1,043,043,04,1,2.8,2,1,2,3.33333333333334,3,"Penn State University, Pennsylvania, United States",US,USPA,PA013,40.5401,-78.4086,1183494,2,"Pennsylvania, United States",US,USPA,,40.5773,-77.264,PA,3,"Penn State University, Pennsylvania, United States",US,USPA,,40.5401,-78.4086,1183494,20260430050000,https://www.altoonamirror.com/news/local-news/2026/04/filmmaker-speaks-at-psu-altoona/
1301722165,20260430,202604,2026,2026.3288,USA,IDAHO,USA,,,,,,,,EDU,STUDENT,,,,,,EDU,,,1,043,043,04,1,2.8,2,1,2,1.88284518828452,2,"Idaho, United States",US,USID,,44.2394,-114.51,ID,2,"Idaho, United States",US,USID,,44.2394,-114.51,ID,2,"Idaho, United States",US,USID,,44.2394,-114.51,ID,20260430050000,https://www.ktvb.com/article/news/local/idaho-students-build-sheds-veterans-gaining-job-skills-along-the-way/277-7688067c-b14b-46af-b513-8d06f404a781
1301722166,20260430,202604,2026,2026.3288,USA,AMERICAN,USA,,,,,,,,EDU,STUDENT,,,,,,EDU,,,1,046,046,04,1,7.0,2,1,2,3.33333333333334,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260430050000,https://www.altoonamirror.com/news/local-news/2026/04/filmmaker-speaks-at-psu-altoona/
