GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1298122505,20260408,202604,2026,2026.2685,GOV,AUTHORITIES,,,,,,GOV,,,DEU,GERMANY,DEU,,,,,,,,1,130,130,13,3,-4.4,5,1,5,-5.70570570570571,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,20260408070000,https://www.benzinga.com/markets/tech/26/04/51696102/germany-intelligence-tp-link-routers-russian-hackers-spying-military-infrastructure
1298122506,20260408,202604,2026,2026.2685,GOV,GOVERNMENT,,,,,,GOV,,,EDU,SCHOOL,,,,,,EDU,,,0,031,031,03,1,5.2,10,1,10,2.37068965517242,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260408070000,https://www.sloughobserver.co.uk/news/26002175.developer-urged-stick-windsor-promise-community-centre/
1298122507,20260408,202604,2026,2026.2685,GOV,SECRETARY OF STATE,,,,,,GOV,,,GBRGOV,UNITED KINGDOM,GBR,,,,,GOV,,,0,040,040,04,1,1.0,8,4,8,0.54421768707483,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260408070000,https://www.lancashiretelegraph.co.uk/news/national/26002473.keir-starmer-welcomes-us-iran-ceasefire-amid-efforts-reopen-strait-hormuz/
1298122508,20260408,202604,2026,2026.2685,GOV,SECRETARY OF STATE,,,,,,GOV,,,GBRGOV,UNITED KINGDOM,GBR,,,,,GOV,,,0,040,040,04,1,1.0,32,4,32,0.54421768707483,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,20260408070000,https://www.lancashiretelegraph.co.uk/news/national/26002473.keir-starmer-welcomes-us-iran-ceasefire-amid-efforts-reopen-strait-hormuz/
1298122509,20260408,202604,2026,2026.2685,GOV,CABINET,,,,,,GOV,,,GOVEDU,EDUCATION MINIST,,,,,,GOV,EDU,,1,060,060,06,2,6.0,6,1,6,1.04712041884816,5,"Uttar Pradesh, Uttar Pradesh, India",IN,IN36,17938,27.25,80.75,-2113996,5,"Uttar Pradesh, Uttar Pradesh, India",IN,IN36,17938,27.25,80.75,-2113996,5,"Uttar Pradesh, Uttar Pradesh, India",IN,IN36,17938,27.25,80.75,-2113996,20260408070000,https://www.thehindu.com/news/national/uttar-pradesh/uttar-pradesh-govt-hikes-honorarium-of-shiksha-mitras-part-time-instructors/article70837320.ece
1298122510,20260408,202604,2026,2026.2685,GOV,MINISTRY,,,,,,GOV,,,GOVGOV,MINISTRY,,,,,,GOV,GOV,,1,030,030,03,1,4.0,3,1,3,1.2280701754386,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260408070000,https://www.jns.org/news/israel-news/israel-accelerates-arrow-missile-production
1298122511,20260408,202604,2026,2026.2685,GOV,GOVERNMENT,,,,,,GOV,,,HLH,DOCTOR,,,,,,HLH,,,0,010,010,01,1,0.0,10,1,10,-5.62613430127041,1,Nigeria,NI,NI,,10,8,NI,1,Nigeria,NI,NI,,10,8,NI,1,Nigeria,NI,NI,,10,8,NI,20260408070000,https://allafrica.com/stories/202604080111.html
1298122512,20260408,202604,2026,2026.2685,GOV,REGIME,,,,,,GOV,,,HLH,HOSPITAL,,,,,,HLH,,,0,190,190,19,4,-10.0,4,1,4,-11.1696522655426,1,Iran,IR,IR,,32,53,IR,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,1,Iran,IR,IR,,32,53,IR,20260408070000,https://www.jns.org/opinion/iran-commits-multiple-war-crimes-yet-major-media-and-the-un-hide-them
1298122513,20260408,202604,2026,2026.2685,GOV,REGIME,,,,,,GOV,,,HLH,HOSPITAL,,,,,,HLH,,,0,190,190,19,4,-10.0,6,1,6,-11.1696522655426,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,20260408070000,https://www.jns.org/opinion/iran-commits-multiple-war-crimes-yet-major-media-and-the-un-hide-them
1298122514,20260408,202604,2026,2026.2685,GOV,PRESIDENT,,,,,,GOV,,,IGOCASCIS,COMMONWEALTH OF INDEPENDENT STATES,CAS,CIS,,,,IGO,,,1,046,046,04,1,7.0,1,1,1,4,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Ashgabat, Ahal, Turkmenistan",TX,TX01,147325,37.95,58.3833,-2557812,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20260408070000,https://www.newscentralasia.net/2026/04/08/russian-ambassador-mishustin-and-putin-to-visit-turkmenistan/
1298122515,20260408,202604,2026,2026.2685,GOV,PRESIDENT,,,,,,GOV,,,IGOCASCIS,COMMONWEALTH OF INDEPENDENT STATES,CAS,CIS,,,,IGO,,,1,046,046,04,1,7.0,1,1,1,4,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20260408070000,https://www.newscentralasia.net/2026/04/08/russian-ambassador-mishustin-and-putin-to-visit-turkmenistan/
1298122516,20260408,202604,2026,2026.2685,GOV,CHIEF MINISTER,,,,,,GOV,,,IND,ASSAM,IND,,,,,,,,1,010,010,01,1,0.0,2,1,2,-3.2183908045977,4,"Bengaluru, Karnataka, India",IN,IN19,70159,12.9833,77.5833,-2090174,4,"Bengaluru, Karnataka, India",IN,IN19,70159,12.9833,77.5833,-2090174,4,"Bengaluru, Karnataka, India",IN,IN19,70159,12.9833,77.5833,-2090174,20260408070000,https://www.mangalorean.com/ktaka-dy-cm-shivakumar-seeks-himanta-biswa-sarmas-apology-over-remarks-against-kharge/
1298122517,20260408,202604,2026,2026.2685,GOV,CHIEF MINISTER,,,,,,GOV,,,IND,ASSAM,IND,,,,,,,,1,010,010,01,1,0.0,2,1,2,-3.2183908045977,4,"Bengaluru, Karnataka, India",IN,IN19,70159,12.9833,77.5833,-2090174,4,"Jorhat, Assam, India",IN,IN03,70089,26.75,94.2167,-2098731,4,"Jorhat, Assam, India",IN,IN03,70089,26.75,94.2167,-2098731,20260408070000,https://www.mangalorean.com/ktaka-dy-cm-shivakumar-seeks-himanta-biswa-sarmas-apology-over-remarks-against-kharge/
1298122518,20260408,202604,2026,2026.2685,GOV,CHIEF MINISTER,,,,,,GOV,,,IND,ASSAM,IND,,,,,,,,1,010,010,01,1,0.0,6,1,6,-3.2183908045977,4,"Jorhat, Assam, India",IN,IN03,70089,26.75,94.2167,-2098731,4,"Jorhat, Assam, India",IN,IN03,70089,26.75,94.2167,-2098731,4,"Jorhat, Assam, India",IN,IN03,70089,26.75,94.2167,-2098731,20260408070000,https://www.mangalorean.com/ktaka-dy-cm-shivakumar-seeks-himanta-biswa-sarmas-apology-over-remarks-against-kharge/
1298122519,20260408,202604,2026,2026.2685,GOV,CHIEF MINISTER,,,,,,GOV,,,INDCOP,ASSAM,IND,,,,,COP,,,0,130,130,13,3,-4.4,1,1,1,-3.2183908045977,4,"Bengaluru, Karnataka, India",IN,IN19,70159,12.9833,77.5833,-2090174,4,"Jorhat, Assam, India",IN,IN03,70089,26.75,94.2167,-2098731,4,"Bengaluru, Karnataka, India",IN,IN19,70159,12.9833,77.5833,-2090174,20260408070000,https://www.mangalorean.com/ktaka-dy-cm-shivakumar-seeks-himanta-biswa-sarmas-apology-over-remarks-against-kharge/
1298122520,20260408,202604,2026,2026.2685,GOV,CHIEF MINISTER,,,,,,GOV,,,INDCOP,ASSAM,IND,,,,,COP,,,0,130,130,13,3,-4.4,1,1,1,-3.2183908045977,4,"Jorhat, Assam, India",IN,IN03,70089,26.75,94.2167,-2098731,4,"Bengaluru, Karnataka, India",IN,IN19,70159,12.9833,77.5833,-2090174,4,"Bengaluru, Karnataka, India",IN,IN19,70159,12.9833,77.5833,-2090174,20260408070000,https://www.mangalorean.com/ktaka-dy-cm-shivakumar-seeks-himanta-biswa-sarmas-apology-over-remarks-against-kharge/
1298122521,20260408,202604,2026,2026.2685,GOV,CHIEF MINISTER,,,,,,GOV,,,INDCOP,ASSAM,IND,,,,,COP,,,0,130,130,13,3,-4.4,3,1,3,-3.2183908045977,4,"Jorhat, Assam, India",IN,IN03,70089,26.75,94.2167,-2098731,4,"Jorhat, Assam, India",IN,IN03,70089,26.75,94.2167,-2098731,4,"Jorhat, Assam, India",IN,IN03,70089,26.75,94.2167,-2098731,20260408070000,https://www.mangalorean.com/ktaka-dy-cm-shivakumar-seeks-himanta-biswa-sarmas-apology-over-remarks-against-kharge/
1298122522,20260408,202604,2026,2026.2685,GOV,CHIEF MINISTER,,,,,,GOV,,,INDGOVLAB,MALLIKARJUN KHARGE,IND,,,,,GOV,LAB,,1,111,111,11,3,-2.0,2,1,2,-3.2183908045977,4,"Jorhat, Assam, India",IN,IN03,70089,26.75,94.2167,-2098731,4,"Bengaluru, Karnataka, India",IN,IN19,70159,12.9833,77.5833,-2090174,4,"Bengaluru, Karnataka, India",IN,IN19,70159,12.9833,77.5833,-2090174,20260408070000,https://www.mangalorean.com/ktaka-dy-cm-shivakumar-seeks-himanta-biswa-sarmas-apology-over-remarks-against-kharge/
1298122523,20260408,202604,2026,2026.2685,GOV,CHIEF MINISTER,,,,,,GOV,,,INDGOVLAB,MALLIKARJUN KHARGE,IND,,,,,GOV,LAB,,1,111,111,11,3,-2.0,6,1,6,-3.2183908045977,4,"Jorhat, Assam, India",IN,IN03,70089,26.75,94.2167,-2098731,4,"Jorhat, Assam, India",IN,IN03,70089,26.75,94.2167,-2098731,4,"Jorhat, Assam, India",IN,IN03,70089,26.75,94.2167,-2098731,20260408070000,https://www.mangalorean.com/ktaka-dy-cm-shivakumar-seeks-himanta-biswa-sarmas-apology-over-remarks-against-kharge/
1298122524,20260408,202604,2026,2026.2685,GOV,PRESIDENT,,,,,,GOV,,,IRN,IRAN,IRN,,,,,,,,1,020,020,02,1,3.0,6,1,6,-0.45454545454545,1,United States,US,US,,39.828175,-98.5795,US,1,Iran,IR,IR,,32,53,IR,4,"Baghdad, Baghdad, Iraq",IZ,IZ07,36785,33.3386,44.3939,-3103581,20260408070000,https://www.presstv.ir/Detail/2026/04/08/766477/Iraqis-celebrate-Iran%E2%80%99s-victory-over-US-Israeli-aggression
1298122525,20260408,202604,2026,2026.2685,GOV,PRESIDENT,,,,,,GOV,,,IRN,IRAN,IRN,,,,,,,,0,030,030,03,1,4.0,4,1,4,-5.56552962298025,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260408070000,https://www.cubaheadlines.com/articles/325196
1298122526,20260408,202604,2026,2026.2685,GOV,PRESIDENT,,,,,,GOV,,,IRN,IRAN,IRN,,,,,,,,0,030,030,03,1,4.0,2,1,2,-5.56552962298025,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260408070000,https://www.cubaheadlines.com/articles/325196
1298122527,20260408,202604,2026,2026.2685,GOV,PRESIDENT,,,,,,GOV,,,IRN,IRAN,IRN,,,,,,,,0,030,030,03,1,4.0,2,1,2,-5.56552962298025,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260408070000,https://www.cubaheadlines.com/articles/325196
1298122528,20260408,202604,2026,2026.2685,GOV,PRESIDENT,,,,,,GOV,,,IRN,IRAN,IRN,,,,,,,,1,030,030,03,1,4.0,6,1,6,-0.45454545454545,1,United States,US,US,,39.828175,-98.5795,US,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,20260408070000,https://www.presstv.ir/Detail/2026/04/08/766477/Iraqis-celebrate-Iran%E2%80%99s-victory-over-US-Israeli-aggression
1298122529,20260408,202604,2026,2026.2685,GOV,PRESIDENT,,,,,,GOV,,,IRN,IRAN,IRN,,,,,,,,1,0356,035,03,1,7.0,2,1,2,-1.70068027210884,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,1,Pakistan,PK,PK,,30,70,PK,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260408070000,https://www.channelafrica.co.za/channelafrica/news/us-president-agrees-to-two-week-ceasefire-with-iran/
1298122530,20260408,202604,2026,2026.2685,GOV,PRESIDENT,,,,,,GOV,,,IRN,IRAN,IRN,,,,,,,,1,0356,035,03,1,7.0,8,1,8,-3.44827586206896,1,India,IN,IN,,20,77,IN,1,India,IN,IN,,20,77,IN,1,India,IN,IN,,20,77,IN,20260408070000,https://www.businesstoday.in/india/story/west-asia-conflict-will-ships-move-to-india-faster-now-that-the-strait-of-hormuz-is-open-524552-2026-04-08
1298122531,20260408,202604,2026,2026.2685,GOV,PRESIDENT,,,,,,GOV,,,IRN,IRAN,IRN,,,,,,,,1,0356,035,03,1,7.0,2,1,2,-1.70068027210884,1,Pakistan,PK,PK,,30,70,PK,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260408070000,https://www.channelafrica.co.za/channelafrica/news/us-president-agrees-to-two-week-ceasefire-with-iran/
1298122532,20260408,202604,2026,2026.2685,GOV,PRESIDENT,,,,,,GOV,,,IRN,IRAN,IRN,,,,,,,,1,0356,035,03,1,7.0,6,1,6,-1.70068027210884,1,Pakistan,PK,PK,,30,70,PK,1,Pakistan,PK,PK,,30,70,PK,1,Pakistan,PK,PK,,30,70,PK,20260408070000,https://www.channelafrica.co.za/channelafrica/news/us-president-agrees-to-two-week-ceasefire-with-iran/
1298122533,20260408,202604,2026,2026.2685,GOV,ENVOY,,,,,,GOV,,,IRN,IRAN,IRN,,,,,,,,0,040,040,04,1,1.0,1,1,1,0.233100233100229,1,India,IN,IN,,20,77,IN,1,Iran,IR,IR,,32,53,IR,1,India,IN,IN,,20,77,IN,20260408070000,https://economictimes.indiatimes.com/news/economy/foreign-trade/us-iran-ceasefire-hormuz-reopening-to-ease-shipping-disruptions-fieo/articleshow/130104273.cms
1298122534,20260408,202604,2026,2026.2685,GOV,ENVOY,,,,,,GOV,,,IRN,IRAN,IRN,,,,,,,,0,040,040,04,1,1.0,1,1,1,0.233100233100229,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,1,India,IN,IN,,20,77,IN,20260408070000,https://economictimes.indiatimes.com/news/economy/foreign-trade/us-iran-ceasefire-hormuz-reopening-to-ease-shipping-disruptions-fieo/articleshow/130104273.cms
1298122535,20260408,202604,2026,2026.2685,GOV,ENVOY,,,,,,GOV,,,IRN,IRAN,IRN,,,,,,,,0,046,046,04,1,7.0,1,1,1,0.233100233100229,1,India,IN,IN,,20,77,IN,1,Iran,IR,IR,,32,53,IR,1,India,IN,IN,,20,77,IN,20260408070000,https://economictimes.indiatimes.com/news/economy/foreign-trade/us-iran-ceasefire-hormuz-reopening-to-ease-shipping-disruptions-fieo/articleshow/130104273.cms
1298122536,20260408,202604,2026,2026.2685,GOV,PRESIDENT,,,,,,GOV,,,IRN,IRANIAN,IRN,,,,,,,,0,057,057,05,1,8.0,1,1,1,-5.56552962298025,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260408070000,https://www.cubaheadlines.com/articles/325196
1298122537,20260408,202604,2026,2026.2685,GOV,PRESIDENT,,,,,,GOV,,,IRN,IRAN,IRN,,,,,,,,0,130,130,13,3,-4.4,4,1,4,-2.42130750605327,4,"Bandar Abbas, Hormozgan, Iran",IR,IR11,40896,27.1865,56.2808,-3055107,4,"Bandar Abbas, Hormozgan, Iran",IR,IR11,40896,27.1865,56.2808,-3055107,4,"Bandar Abbas, Hormozgan, Iran",IR,IR11,40896,27.1865,56.2808,-3055107,20260408070000,https://www.businesstoday.in/india/story/expeditiously-exit-iran-use-only-recommended-routes-indian-embassy-in-tehran-issues-latest-advisory-524589-2026-04-08
1298122538,20260408,202604,2026,2026.2685,GOV,SPECIAL ENVOY,,,,,,GOV,,,IRNGOV,IRANIAN,IRN,,,,,GOV,,,0,040,040,04,1,1.0,3,1,3,-5.56552962298025,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260408070000,https://www.cubaheadlines.com/articles/325196
1298122539,20260408,202604,2026,2026.2685,GOV,MINISTRY,,,,,,GOV,,,ISR,ISRAEL,ISR,,,,,,,,1,030,030,03,1,4.0,2,1,2,1.2280701754386,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260408070000,https://www.jns.org/news/israel-news/israel-accelerates-arrow-missile-production
1298122540,20260408,202604,2026,2026.2685,GOV,AMBASSADOR,,,,,,GOV,,,LBR,LIBERIA,LBR,,,,,,,,0,042,042,04,1,1.9,2,1,2,1.71428571428572,4,"Paynesville, Montserrado, Liberia",LI,LI14,147290,6.27556,-10.7178,-2134449,4,"Paynesville, Montserrado, Liberia",LI,LI14,147290,6.27556,-10.7178,-2134449,4,"Paynesville, Montserrado, Liberia",LI,LI14,147290,6.27556,-10.7178,-2134449,20260408070000,https://frontpageafricaonline.com/obituary/liberia-former-vp-taylor-veteran-journalist-aaron-kollie-others-mourn-ma-watta-a-pillar-of-hope-and-dignity/
1298122541,20260408,202604,2026,2026.2685,GOV,PRESIDENT,,,,,,GOV,,,LBR,LIBERIA,LBR,,,,,,,,1,043,043,04,1,2.8,1,1,1,1.71428571428572,4,"Paynesville, Montserrado, Liberia",LI,LI14,147290,6.27556,-10.7178,-2134449,4,"Paynesville, Montserrado, Liberia",LI,LI14,147290,6.27556,-10.7178,-2134449,4,"Paynesville, Montserrado, Liberia",LI,LI14,147290,6.27556,-10.7178,-2134449,20260408070000,https://frontpageafricaonline.com/obituary/liberia-former-vp-taylor-veteran-journalist-aaron-kollie-others-mourn-ma-watta-a-pillar-of-hope-and-dignity/
1298122542,20260408,202604,2026,2026.2685,GOV,ENVOY,,,,,,GOV,,,LEG,LAWMAKER,,,,,,LEG,,,1,046,046,04,1,7.0,10,1,10,-0.38387715930902,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,20260408070000,https://www.koreaherald.com/article/10712798
1298122543,20260408,202604,2026,2026.2685,GOV,DIPLOMAT,,,,,,GOV,,,MED,MEDIA,,,,,,MED,,,1,010,010,01,1,0.0,8,1,8,-2.05314009661836,1,Oman,MU,MU,,21,57,MU,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260408070000,https://www.thejakartapost.com/opinion/2026/04/08/trumps-blunder-is-the-philippines-at-chinas-mercy.html
1298122544,20260408,202604,2026,2026.2685,GOV,DIPLOMAT,,,,,,GOV,,,MED,MEDIA,,,,,,MED,,,1,010,010,01,1,0.0,2,1,2,-2.05314009661836,1,Oman,MU,MU,,21,57,MU,1,Oman,MU,MU,,21,57,MU,1,Oman,MU,MU,,21,57,MU,20260408070000,https://www.thejakartapost.com/opinion/2026/04/08/trumps-blunder-is-the-philippines-at-chinas-mercy.html
1298122545,20260408,202604,2026,2026.2685,GOV,AMBASSADOR,,,,,,GOV,,,MED,JOURNALIST,,,,,,MED,,,0,042,042,04,1,1.9,8,1,8,1.71428571428572,4,"Paynesville, Montserrado, Liberia",LI,LI14,147290,6.27556,-10.7178,-2134449,4,"Paynesville, Montserrado, Liberia",LI,LI14,147290,6.27556,-10.7178,-2134449,4,"Paynesville, Montserrado, Liberia",LI,LI14,147290,6.27556,-10.7178,-2134449,20260408070000,https://frontpageafricaonline.com/obituary/liberia-former-vp-taylor-veteran-journalist-aaron-kollie-others-mourn-ma-watta-a-pillar-of-hope-and-dignity/
1298122546,20260408,202604,2026,2026.2685,GOV,KING,,,,,,GOV,,,MED,MEDIA,,,,,,MED,,,0,071,071,07,2,7.4,2,1,2,-1.44539614561028,4,"Chatham, Medway, United Kingdom",UK,UKI3,40117,51.3833,0.516667,-2592300,4,"Chatham, Medway, United Kingdom",UK,UKI3,40117,51.3833,0.516667,-2592300,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260408070000,https://www.renewamerica.com/columns/deweese/260408
1298122547,20260408,202604,2026,2026.2685,GOV,KING,,,,,,GOV,,,MED,MEDIA,,,,,,MED,,,0,071,071,07,2,7.4,1,1,1,-1.44539614561028,4,"Chatham, Medway, United Kingdom",UK,UKI3,40117,51.3833,0.516667,-2592300,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260408070000,https://www.renewamerica.com/columns/deweese/260408
1298122548,20260408,202604,2026,2026.2685,GOV,KING,,,,,,GOV,,,MED,MEDIA,,,,,,MED,,,0,071,071,07,2,7.4,2,1,2,-1.44539614561028,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20260408070000,https://www.renewamerica.com/columns/deweese/260408
1298122549,20260408,202604,2026,2026.2685,GOV,PRESIDENT,,,,,,GOV,,,MIL,MILITARY,,,,,,MIL,,,1,112,112,11,3,-2.0,24,4,24,0.54421768707483,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260408070000,https://www.lancashiretelegraph.co.uk/news/national/26002473.keir-starmer-welcomes-us-iran-ceasefire-amid-efforts-reopen-strait-hormuz/
1298122550,20260408,202604,2026,2026.2685,GOV,PRESIDENT,,,,,,GOV,,,MIL,MILITARY,,,,,,MIL,,,1,1384,138,13,3,-7.0,24,4,24,0.54421768707483,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260408070000,https://www.lancashiretelegraph.co.uk/news/national/26002473.keir-starmer-welcomes-us-iran-ceasefire-amid-efforts-reopen-strait-hormuz/
1298122551,20260408,202604,2026,2026.2685,GOV,REGIME,,,,,,GOV,,,MOS,ISLAMIC,,,,MOS,,,,,0,020,020,02,1,3.0,10,1,10,-11.1696522655426,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,20260408070000,https://www.jns.org/opinion/iran-commits-multiple-war-crimes-yet-major-media-and-the-un-hide-them
1298122552,20260408,202604,2026,2026.2685,GOV,GOVERNMENT,,,,,,GOV,,,MWI,MALAWI,MWI,,,,,,,,1,016,016,01,1,-2.0,10,1,10,-8.00000000000001,1,Malawi,MI,MI,,-13.5,34,MI,1,Malawi,MI,MI,,-13.5,34,MI,1,Malawi,MI,MI,,-13.5,34,MI,20260408070000,https://www.nyasatimes.com/amaryllis-hotel-inquiry-sparks-mcp-infighting-as-government-rejects-half-baked-report/
1298122553,20260408,202604,2026,2026.2685,GOV,MINIST OF LANDS,,,,,,GOV,,,MWI,MALAWI,MWI,,,,,,,,0,043,043,04,1,2.8,2,1,2,-3.29067641681901,4,"Nkhata Bay, Nkhata Bay, Malawi",MI,MI17,65269,-11.6084,34.2982,-1486111,4,"Nkhata Bay, Nkhata Bay, Malawi",MI,MI17,65269,-11.6084,34.2982,-1486111,4,"Mzuzu, Malawi (general), Malawi",MI,MI00,65269,-11.4443,34.0206,-1485352,20260408070000,https://www.nyasatimes.com/kasasile-residents-pin-hopes-on-government-as-fresh-efforts-emerge-to-resolve-long-standing-land-impasse/
1298122554,20260408,202604,2026,2026.2685,GOV,MINIST OF LANDS,,,,,,GOV,,,MWI,MALAWI,MWI,,,,,,,,0,043,043,04,1,2.8,1,1,1,-3.29067641681901,4,"Nkhata Bay, Nkhata Bay, Malawi",MI,MI17,65269,-11.6084,34.2982,-1486111,4,"Nkhata Bay, Nkhata Bay, Malawi",MI,MI17,65269,-11.6084,34.2982,-1486111,4,"Nkhata Bay, Nkhata Bay, Malawi",MI,MI17,65269,-11.6084,34.2982,-1486111,20260408070000,https://www.nyasatimes.com/kasasile-residents-pin-hopes-on-government-as-fresh-efforts-emerge-to-resolve-long-standing-land-impasse/
1298122555,20260408,202604,2026,2026.2685,GOV,GOVERNMENT,,,,,,GOV,,,OPP,THE OPPOSITION,,,,,,OPP,,,0,190,190,19,4,-10.0,5,1,5,-8.00000000000001,1,Malawi,MI,MI,,-13.5,34,MI,1,Malawi,MI,MI,,-13.5,34,MI,1,Malawi,MI,MI,,-13.5,34,MI,20260408070000,https://www.nyasatimes.com/amaryllis-hotel-inquiry-sparks-mcp-infighting-as-government-rejects-half-baked-report/
1298122556,20260408,202604,2026,2026.2685,GOV,REGIME,,,,,,GOV,,,OPP,DEMONSTRATOR,,,,,,OPP,,,0,193,193,19,4,-10.0,10,1,10,-11.1696522655426,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,20260408070000,https://www.jns.org/opinion/iran-commits-multiple-war-crimes-yet-major-media-and-the-un-hide-them
